source,strategy,run_file,run_tag,run_timestamp,ticker,simulated_date,horizon,k,action,k_return,correct,true_label,confidence_band
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,AAPL,2022-02-28,short,10,HOLD,-0.08781477351096115,0,SELL,MEDIUM
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,AAPL,2021-11-15,short,10,HOLD,0.10200005904724362,0,BUY,MEDIUM
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,AAPL,2022-09-26,short,10,HOLD,-0.06864776101785502,0,SELL,MEDIUM
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,AAPL,2025-02-24,short,10,BUY,-0.07940108183793369,0,SELL,HIGH
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,JNJ,2024-12-02,short,10,HOLD,-0.070736352663135,0,SELL,MEDIUM
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,JNJ,2022-01-17,short,10,HOLD,0.022621219458525767,1,HOLD,MEDIUM
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,AAPL,2025-08-11,short,10,BUY,-8.802067543755462e-05,0,HOLD,HIGH
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,JNJ,2026-01-05,short,10,HOLD,0.0680339263397642,0,BUY,MEDIUM
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,JNJ,2022-09-26,short,10,BUY,-0.03192494991056935,0,HOLD,MEDIUM
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,JNJ,2025-08-11,short,10,BUY,0.026406609449140403,1,HOLD,MEDIUM
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,AAPL,2024-12-02,short,10,BUY,0.04779001799511311,1,HOLD,MEDIUM
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,AAPL,2026-01-05,short,10,HOLD,-0.07692885754650981,0,SELL,MEDIUM
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,JNJ,2023-10-30,short,10,SELL,0.004081020620799977,0,HOLD,MEDIUM
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,JNJ,2022-02-28,short,10,HOLD,0.04326426764203187,1,HOLD,MEDIUM
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,JNJ,2025-02-24,short,10,HOLD,0.024184704444555342,1,HOLD,MEDIUM
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,JPM,2022-01-17,short,10,SELL,-0.0007932909357309044,1,HOLD,HIGH
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,JPM,2023-05-15,short,10,BUY,0.016490751414827656,1,HOLD,MEDIUM
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,JPM,2026-01-05,short,10,BUY,-0.08961333236545363,0,SELL,HIGH
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,JNJ,2023-05-15,short,10,HOLD,-0.02516644383523825,1,HOLD,MEDIUM
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,JPM,2022-02-28,short,10,SELL,-0.08201691120409489,1,SELL,HIGH
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,JPM,2025-08-11,short,10,BUY,0.01844171193708082,1,HOLD,HIGH
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,JPM,2021-11-15,short,10,HOLD,-0.04640983411684055,1,HOLD,MEDIUM
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,AAPL,2023-10-30,short,10,HOLD,0.08663731805907561,0,BUY,MEDIUM
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,NVDA,2021-11-15,short,10,BUY,0.08829313327120912,1,BUY,HIGH
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,JPM,2024-12-02,short,10,BUY,-0.02708640402900273,0,HOLD,UNKNOWN
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,NVDA,2022-01-17,short,10,BUY,-0.04883582229618277,0,HOLD,MEDIUM
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,JPM,2023-10-30,short,10,HOLD,0.06083548292183568,0,BUY,MEDIUM
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,NVDA,2023-05-15,short,10,BUY,0.3853834437191759,1,BUY,HIGH
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,NVDA,2023-10-30,short,10,BUY,0.18121506935725856,1,BUY,MEDIUM
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,NVDA,2022-02-28,short,10,BUY,-0.12513294428036892,0,SELL,HIGH
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,NVDA,2022-09-26,short,10,SELL,-0.045633074850652676,1,HOLD,MEDIUM
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,JPM,2022-09-26,short,10,HOLD,-0.008059595696413839,1,HOLD,MEDIUM
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,NVDA,2024-12-02,short,10,BUY,-0.04775964268352906,0,HOLD,MEDIUM
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,NVDA,2025-02-24,short,10,BUY,-0.17884557978634666,0,SELL,HIGH
agent,nexustrader,batch_eval50_stageA_v7_lean_20260305_130646.jsonl,eval50_stageA_v7_lean,20260305_130646,NVDA,2026-01-05,short,10,BUY,-0.05342328329696271,0,SELL,HIGH
