source,strategy,run_file,run_tag,run_timestamp,ticker,simulated_date,horizon,k,action,k_return,correct,true_label,confidence_band
baseline,buy_hold,baseline_recomputed,baseline,20260224_221035,AAPL,2021-10-25,short,10,BUY,0.0135867592475177,1,,
baseline,sma_crossover,baseline_recomputed,baseline,20260224_221035,AAPL,2021-10-25,short,10,SELL,0.0135867592475177,0,,
baseline,rsi_14,baseline_recomputed,baseline,20260224_221052,AAPL,2021-10-25,short,10,SELL,0.0135867592475177,0,,
baseline,random_uniform,baseline_recomputed,baseline,20260224_221109,AAPL,2021-10-25,short,10,HOLD,0.0135867592475177,1,,
baseline,buy_hold,baseline_recomputed,baseline,20260224_221035,AAPL,2021-11-15,short,10,BUY,0.1019999338837339,1,,
baseline,sma_crossover,baseline_recomputed,baseline,20260224_221035,AAPL,2021-11-15,short,10,BUY,0.1019999338837339,1,,
baseline,rsi_14,baseline_recomputed,baseline,20260224_221052,AAPL,2021-11-15,short,10,HOLD,0.1019999338837339,0,,
baseline,random_uniform,baseline_recomputed,baseline,20260224_221109,AAPL,2021-11-15,short,10,BUY,0.1019999338837339,1,,
baseline,buy_hold,baseline_recomputed,baseline,20260224_221035,AAPL,2021-12-27,short,10,BUY,-0.0451396545244717,0,,
baseline,sma_crossover,baseline_recomputed,baseline,20260224_221036,AAPL,2021-12-27,short,10,BUY,-0.0451396545244717,0,,
baseline,rsi_14,baseline_recomputed,baseline,20260224_221052,AAPL,2021-12-27,short,10,HOLD,-0.0451396545244717,0,,
baseline,random_uniform,baseline_recomputed,baseline,20260224_221109,AAPL,2021-12-27,short,10,BUY,-0.0451396545244717,0,,
baseline,buy_hold,baseline_recomputed,baseline,20260224_221035,AAPL,2022-01-17,short,10,BUY,0.0283275666002796,1,,
baseline,sma_crossover,baseline_recomputed,baseline,20260224_221036,AAPL,2022-01-17,short,10,BUY,0.0283275666002796,1,,
baseline,rsi_14,baseline_recomputed,baseline,20260224_221052,AAPL,2022-01-17,short,10,HOLD,0.0283275666002796,0,,
baseline,random_uniform,baseline_recomputed,baseline,20260224_221109,AAPL,2022-01-17,short,10,HOLD,0.0283275666002796,0,,
baseline,buy_hold,baseline_recomputed,baseline,20260224_221035,AAPL,2022-02-07,short,10,BUY,-0.0427589487963153,0,,
baseline,sma_crossover,baseline_recomputed,baseline,20260224_221036,AAPL,2022-02-07,short,10,SELL,-0.0427589487963153,1,,
baseline,rsi_14,baseline_recomputed,baseline,20260224_221052,AAPL,2022-02-07,short,10,HOLD,-0.0427589487963153,0,,
baseline,random_uniform,baseline_recomputed,baseline,20260224_221109,AAPL,2022-02-07,short,10,SELL,-0.0427589487963153,1,,
baseline,buy_hold,baseline_recomputed,baseline,20260224_221035,AAPL,2022-02-28,short,10,BUY,-0.0878150316145733,0,,
baseline,sma_crossover,baseline_recomputed,baseline,20260224_221036,AAPL,2022-02-28,short,10,HOLD,-0.0878150316145733,0,,
baseline,rsi_14,baseline_recomputed,baseline,20260224_221052,AAPL,2022-02-28,short,10,HOLD,-0.0878150316145733,0,,
baseline,random_uniform,baseline_recomputed,baseline,20260224_221109,AAPL,2022-02-28,short,10,BUY,-0.0878150316145733,0,,
baseline,buy_hold,baseline_recomputed,baseline,20260224_221035,AAPL,2022-04-11,short,10,BUY,-0.0539969095174122,0,,
baseline,sma_crossover,baseline_recomputed,baseline,20260224_221036,AAPL,2022-04-11,short,10,HOLD,-0.0539969095174122,0,,
baseline,rsi_14,baseline_recomputed,baseline,20260224_221052,AAPL,2022-04-11,short,10,HOLD,-0.0539969095174122,0,,
baseline,random_uniform,baseline_recomputed,baseline,20260224_221109,AAPL,2022-04-11,short,10,BUY,-0.0539969095174122,0,,
baseline,buy_hold,baseline_recomputed,baseline,20260224_221035,AAPL,2022-08-15,short,10,BUY,-0.0681909355520689,0,,
baseline,sma_crossover,baseline_recomputed,baseline,20260224_221036,AAPL,2022-08-15,short,10,BUY,-0.0681909355520689,0,,
baseline,rsi_14,baseline_recomputed,baseline,20260224_221053,AAPL,2022-08-15,short,10,SELL,-0.0681909355520689,1,,
baseline,random_uniform,baseline_recomputed,baseline,20260224_221109,AAPL,2022-08-15,short,10,BUY,-0.0681909355520689,0,,
baseline,buy_hold,baseline_recomputed,baseline,20260224_221035,AAPL,2022-09-26,short,10,BUY,-0.0686478640171003,0,,
baseline,sma_crossover,baseline_recomputed,baseline,20260224_221036,AAPL,2022-09-26,short,10,SELL,-0.0686478640171003,1,,
baseline,rsi_14,baseline_recomputed,baseline,20260224_221053,AAPL,2022-09-26,short,10,HOLD,-0.0686478640171003,0,,
baseline,random_uniform,baseline_recomputed,baseline,20260224_221109,AAPL,2022-09-26,short,10,HOLD,-0.0686478640171003,0,,
baseline,buy_hold,baseline_recomputed,baseline,20260224_221035,AAPL,2022-10-17,short,10,BUY,0.0767501807705103,1,,
baseline,sma_crossover,baseline_recomputed,baseline,20260224_221036,AAPL,2022-10-17,short,10,SELL,0.0767501807705103,0,,
baseline,rsi_14,baseline_recomputed,baseline,20260224_221053,AAPL,2022-10-17,short,10,HOLD,0.0767501807705103,0,,
baseline,random_uniform,baseline_recomputed,baseline,20260224_221109,AAPL,2022-10-17,short,10,BUY,0.0767501807705103,1,,
baseline,buy_hold,baseline_recomputed,baseline,20260224_221035,AAPL,2023-01-09,short,10,BUY,0.0951209604890594,1,,
baseline,sma_crossover,baseline_recomputed,baseline,20260224_221037,AAPL,2023-01-09,short,10,SELL,0.0951209604890594,0,,
baseline,rsi_14,baseline_recomputed,baseline,20260224_221053,AAPL,2023-01-09,short,10,HOLD,0.0951209604890594,0,,
baseline,random_uniform,baseline_recomputed,baseline,20260224_221109,AAPL,2023-01-09,short,10,HOLD,0.0951209604890594,0,,
baseline,buy_hold,baseline_recomputed,baseline,20260224_221035,AAPL,2023-04-03,short,10,BUY,0.0018052833439671,1,,
baseline,sma_crossover,baseline_recomputed,baseline,20260224_221037,AAPL,2023-04-03,short,10,BUY,0.0018052833439671,1,,
baseline,rsi_14,baseline_recomputed,baseline,20260224_221053,AAPL,2023-04-03,short,10,SELL,0.0018052833439671,0,,
baseline,random_uniform,baseline_recomputed,baseline,20260224_221109,AAPL,2023-04-03,short,10,HOLD,0.0018052833439671,1,,
baseline,buy_hold,baseline_recomputed,baseline,20260224_221035,AAPL,2023-05-15,short,10,BUY,0.0303946952328247,1,,
baseline,sma_crossover,baseline_recomputed,baseline,20260224_221037,AAPL,2023-05-15,short,10,BUY,0.0303946952328247,1,,
baseline,rsi_14,baseline_recomputed,baseline,20260224_221053,AAPL,2023-05-15,short,10,HOLD,0.0303946952328247,0,,
baseline,random_uniform,baseline_recomputed,baseline,20260224_221109,AAPL,2023-05-15,short,10,HOLD,0.0303946952328247,0,,
