source,strategy,run_file,run_tag,run_timestamp,ticker,simulated_date,horizon,k,action,k_return,correct,true_label,confidence_band
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,JPM,2025-04-07,short,10,SELL,0.09862896129190615,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,AAPL,2021-11-15,short,10,HOLD,0.10200015240008828,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,NVDA,2022-11-28,short,10,HOLD,0.10820028386166496,0,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,NVDA,2024-09-09,short,10,HOLD,0.0920442761679558,0,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,JPM,2024-06-17,short,10,SELL,0.07103308423934561,0,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,AAPL,2022-10-17,short,10,SELL,0.0767500549862826,0,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,NVDA,2022-05-23,short,10,SELL,0.12001417490699978,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,AAPL,2023-10-30,short,10,SELL,0.08663750722292742,0,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,AAPL,2025-02-03,short,10,SELL,0.07336877258199058,0,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,NVDA,2025-06-30,short,10,BUY,0.08044800704113728,1,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,JNJ,2025-09-22,short,10,SELL,0.08007574300157475,0,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,JNJ,2026-01-26,short,10,HOLD,0.07743005985742178,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,NVDA,2025-02-03,short,10,SELL,0.19492533335723214,0,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,XOM,2026-01-26,short,10,HOLD,0.12140315910836678,0,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,XOM,2022-09-26,short,10,HOLD,0.17694691721265055,0,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,XOM,2025-08-11,short,10,SELL,0.06566922952905722,0,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,JPM,2023-06-26,short,10,HOLD,0.06640142997982697,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,JPM,2023-10-30,short,10,SELL,0.06083560663592888,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,JNJ,2024-07-08,short,10,HOLD,0.06021448195227781,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,XOM,2025-04-07,short,10,SELL,0.05206918209920198,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,JPM,2024-04-15,short,10,SELL,0.056810064610376625,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,JNJ,2023-07-17,short,10,HOLD,0.05318374019423261,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,NVDA,2025-07-21,short,10,BUY,0.050297489773649895,1,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,AAPL,2023-03-13,short,10,SELL,0.05190424120206811,0,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,NVDA,2023-12-11,short,10,HOLD,0.05687676748129919,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,JPM,2024-09-30,short,10,HOLD,0.05680170197333251,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,JPM,2022-12-19,short,10,HOLD,0.04859292151509899,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,XOM,2023-01-09,short,10,HOLD,0.049230084956846484,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,XOM,2023-01-30,short,10,HOLD,0.045319320690442734,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,JNJ,2022-10-17,short,10,HOLD,0.044300391173364755,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,XOM,2025-06-30,short,10,HOLD,0.04740258609809067,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,NVDA,2022-07-25,short,10,HOLD,0.04517168197083741,0,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,XOM,2025-11-03,short,10,HOLD,0.04350645264455727,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,AAPL,2024-11-11,short,10,HOLD,0.03853188888327073,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,JNJ,2022-02-28,short,10,SELL,0.043264163513480586,0,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,JPM,2022-05-23,short,10,HOLD,0.04390057687211777,0,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,AAPL,2022-05-23,short,10,SELL,0.03913065210871521,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,JNJ,2025-01-13,short,10,HOLD,0.04090820153483315,0,BUY,UNKNOWN
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,NVDA,2025-06-09,short,10,BUY,0.03702053906265381,1,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,XOM,2022-11-28,short,10,SELL,-0.03387674458818065,1,SELL,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,JNJ,2025-12-15,short,10,SELL,-0.03389827959113349,1,SELL,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,XOM,2025-10-13,short,10,HOLD,0.03296513514470543,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,JNJ,2025-02-03,short,10,HOLD,0.028713029599638402,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,JPM,2024-03-04,short,10,SELL,0.032033591715172095,0,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,AAPL,2022-01-17,short,10,HOLD,0.028327474766008574,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,XOM,2024-07-08,short,10,BUY,0.027545070173921216,1,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,JNJ,2021-12-27,short,10,HOLD,0.02015648955328501,1,HOLD,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,JPM,2023-05-15,short,10,HOLD,0.016490388825358575,1,HOLD,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,JNJ,2025-08-11,short,10,BUY,0.026406609449140403,1,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,AAPL,2025-01-13,short,10,SELL,0.01646767042509912,0,HOLD,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,JPM,2024-01-22,short,10,HOLD,0.025806964471288357,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,NVDA,2025-04-07,short,10,SELL,0.012802109984043668,0,HOLD,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,AAPL,2023-06-26,short,10,HOLD,0.01516693085753201,1,HOLD,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,JNJ,2023-04-24,short,10,BUY,-0.008369976828894983,0,HOLD,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,AAPL,2024-09-09,short,10,HOLD,0.02516846533127332,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,JNJ,2025-04-28,short,10,SELL,-0.00778896007034799,1,HOLD,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,JNJ,2023-10-30,short,10,HOLD,0.004080908802825327,1,HOLD,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,AAPL,2022-11-28,short,10,BUY,0.001872199387084748,1,HOLD,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,AAPL,2023-04-24,short,10,HOLD,0.04941602519994446,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_20260309_223348.jsonl,stageB_hurtset_debug,20260309_223348,NVDA,2025-12-15,short,10,HOLD,0.06381530675845194,0,BUY,HIGH
