source,strategy,run_file,run_tag,run_timestamp,ticker,simulated_date,horizon,k,action,k_return,correct,true_label,confidence_band
agent,nexustrader,batch_eval50_stageA_20260304_130415.jsonl,eval50_stageA,20260304_130415,AAPL,2022-09-26,short,10,SELL,-0.06864776808852333,1,SELL,HIGH
agent,nexustrader,batch_eval50_stageA_20260304_130415.jsonl,eval50_stageA,20260304_130415,AAPL,2023-05-15,short,10,BUY,0.030394605394605395,1,BUY,UNKNOWN
agent,nexustrader,batch_eval50_stageA_20260304_130415.jsonl,eval50_stageA,20260304_130415,AAPL,2023-10-30,short,10,SELL,0.08663740871394554,0,BUY,HIGH
agent,nexustrader,batch_eval50_stageA_20260304_130415.jsonl,eval50_stageA,20260304_130415,AAPL,2024-12-02,short,10,BUY,0.04779001799511311,1,BUY,UNKNOWN
agent,nexustrader,batch_eval50_stageA_20260304_130415.jsonl,eval50_stageA,20260304_130415,AAPL,2022-01-17,short,10,BUY,0.02832756399883848,1,BUY,UNKNOWN
agent,nexustrader,batch_eval50_stageA_20260304_130415.jsonl,eval50_stageA,20260304_130415,AAPL,2025-02-24,short,10,BUY,-0.07940108183793369,0,SELL,HIGH
agent,nexustrader,batch_eval50_stageA_20260304_130415.jsonl,eval50_stageA,20260304_130415,AAPL,2026-01-05,short,10,SELL,-0.07692885754650981,1,SELL,UNKNOWN
agent,nexustrader,batch_eval50_stageA_20260304_130415.jsonl,eval50_stageA,20260304_130415,NVDA,2022-01-17,short,10,BUY,-0.04883582950209718,0,SELL,UNKNOWN
agent,nexustrader,batch_eval50_stageA_20260304_130415.jsonl,eval50_stageA,20260304_130415,NVDA,2021-11-15,short,10,BUY,0.0882931220303985,1,BUY,HIGH
agent,nexustrader,batch_eval50_stageA_20260304_130415.jsonl,eval50_stageA,20260304_130415,NVDA,2022-02-28,short,10,BUY,-0.12513293447374718,0,SELL,UNKNOWN
agent,nexustrader,batch_eval50_stageA_20260304_130415.jsonl,eval50_stageA,20260304_130415,NVDA,2022-09-26,short,10,SELL,-0.0456329115456178,1,SELL,UNKNOWN
agent,nexustrader,batch_eval50_stageA_20260304_130415.jsonl,eval50_stageA,20260304_130415,NVDA,2023-05-15,short,10,BUY,0.38538326103651693,1,BUY,UNKNOWN
agent,nexustrader,batch_eval50_stageA_20260304_130415.jsonl,eval50_stageA,20260304_130415,NVDA,2023-10-30,short,10,BUY,0.1812151788999006,1,BUY,UNKNOWN
agent,nexustrader,batch_eval50_stageA_20260304_130415.jsonl,eval50_stageA,20260304_130415,NVDA,2024-12-02,short,10,BUY,-0.04775963742489936,0,SELL,UNKNOWN
agent,nexustrader,batch_eval50_stageA_20260304_130415.jsonl,eval50_stageA,20260304_130415,NVDA,2025-08-11,short,10,BUY,-0.012358523327499652,0,HOLD,UNKNOWN
agent,nexustrader,batch_eval50_stageA_20260304_130415.jsonl,eval50_stageA,20260304_130415,NVDA,2025-02-24,short,10,BUY,-0.178845638363878,0,SELL,MEDIUM
agent,nexustrader,batch_eval50_stageA_20260304_130415.jsonl,eval50_stageA,20260304_130415,NVDA,2026-01-05,short,10,BUY,-0.05342328329696271,0,SELL,HIGH
agent,nexustrader,batch_eval50_stageA_20260304_130415.jsonl,eval50_stageA,20260304_130415,JNJ,2022-01-17,short,10,BUY,0.022621008368495354,1,HOLD,MEDIUM
agent,nexustrader,batch_eval50_stageA_20260304_130415.jsonl,eval50_stageA,20260304_130415,JNJ,2022-02-28,short,10,BUY,0.04326427214707784,1,BUY,UNKNOWN
agent,nexustrader,batch_eval50_stageA_20260304_130415.jsonl,eval50_stageA,20260304_130415,JNJ,2021-11-15,short,10,BUY,-0.04017037951513624,0,SELL,UNKNOWN
agent,nexustrader,batch_eval50_stageA_20260304_130415.jsonl,eval50_stageA,20260304_130415,JNJ,2022-09-26,short,10,BUY,-0.03192505850020032,0,SELL,MEDIUM
agent,nexustrader,batch_eval50_stageA_20260304_130415.jsonl,eval50_stageA,20260304_130415,JNJ,2023-05-15,short,10,SELL,-0.02516634189222229,1,SELL,HIGH
agent,nexustrader,batch_eval50_stageA_20260304_130415.jsonl,eval50_stageA,20260304_130415,JNJ,2025-02-24,short,10,SELL,0.02418470676110102,0,HOLD,UNKNOWN
agent,nexustrader,batch_eval50_stageA_20260304_130415.jsonl,eval50_stageA,20260304_130415,JNJ,2024-12-02,short,10,SELL,-0.07073655691986569,1,SELL,UNKNOWN
agent,nexustrader,batch_eval50_stageA_20260304_130415.jsonl,eval50_stageA,20260304_130415,JNJ,2023-10-30,short,10,SELL,0.004080796528544275,0,HOLD,UNKNOWN
agent,nexustrader,batch_eval50_stageA_20260304_130415.jsonl,eval50_stageA,20260304_130415,JNJ,2026-01-05,short,10,SELL,0.0680339263397642,0,BUY,UNKNOWN
agent,nexustrader,batch_eval50_stageA_20260304_130415.jsonl,eval50_stageA,20260304_130415,JNJ,2025-08-11,short,10,SELL,0.026406517622819373,0,BUY,UNKNOWN
agent,nexustrader,batch_eval50_stageA_20260304_130415.jsonl,eval50_stageA,20260304_130415,JPM,2021-11-15,short,10,SELL,-0.04640963917980459,1,SELL,MEDIUM
