source,strategy,run_file,run_tag,run_timestamp,ticker,simulated_date,horizon,k,action,k_return,correct,true_label,confidence_band
agent,nexustrader,batch_stageB_hurtset_debug_v4_20260310_132055.jsonl,stageB_hurtset_debug_v4,20260310_132055,JPM,2025-04-07,short,10,SELL,0.09862896129190615,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_v4_20260310_132055.jsonl,stageB_hurtset_debug_v4,20260310_132055,JPM,2024-06-17,short,10,SELL,0.07103300302452127,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_v4_20260310_132055.jsonl,stageB_hurtset_debug_v4,20260310_132055,NVDA,2025-02-03,short,10,SELL,0.19492533335723214,0,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_v4_20260310_132055.jsonl,stageB_hurtset_debug_v4,20260310_132055,XOM,2026-01-26,short,10,HOLD,0.12140315910836678,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_v4_20260310_132055.jsonl,stageB_hurtset_debug_v4,20260310_132055,NVDA,2022-11-28,short,10,HOLD,0.10820040452549702,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_v4_20260310_132055.jsonl,stageB_hurtset_debug_v4,20260310_132055,NVDA,2024-09-09,short,10,HOLD,0.0920442761679558,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_v4_20260310_132055.jsonl,stageB_hurtset_debug_v4,20260310_132055,XOM,2022-09-26,short,10,SELL,0.17694681500516302,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_v4_20260310_132055.jsonl,stageB_hurtset_debug_v4,20260310_132055,AAPL,2025-02-03,short,10,SELL,0.07336862813414285,0,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_v4_20260310_132055.jsonl,stageB_hurtset_debug_v4,20260310_132055,AAPL,2021-11-15,short,10,SELL,0.1019999232801898,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_v4_20260310_132055.jsonl,stageB_hurtset_debug_v4,20260310_132055,NVDA,2022-05-23,short,10,SELL,0.12001440105420783,0,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_v4_20260310_132055.jsonl,stageB_hurtset_debug_v4,20260310_132055,AAPL,2022-10-17,short,10,SELL,0.07674995430985637,0,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_v4_20260310_132055.jsonl,stageB_hurtset_debug_v4,20260310_132055,JNJ,2026-01-26,short,10,SELL,0.07743005985742178,0,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_v4_20260310_132055.jsonl,stageB_hurtset_debug_v4,20260310_132055,NVDA,2025-06-30,short,10,BUY,0.08044800704113728,1,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_v4_20260310_132055.jsonl,stageB_hurtset_debug_v4,20260310_132055,AAPL,2023-10-30,short,10,HOLD,0.08663731020498153,0,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_v4_20260310_132055.jsonl,stageB_hurtset_debug_v4,20260310_132055,JPM,2023-06-26,short,10,HOLD,0.0664014222252949,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_v4_20260310_132055.jsonl,stageB_hurtset_debug_v4,20260310_132055,XOM,2025-08-11,short,10,SELL,0.06566922952905722,0,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_v4_20260310_132055.jsonl,stageB_hurtset_debug_v4,20260310_132055,JNJ,2024-07-08,short,10,HOLD,0.060214709347463626,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_v4_20260310_132055.jsonl,stageB_hurtset_debug_v4,20260310_132055,JPM,2023-10-30,short,10,SELL,0.060835366302359084,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_v4_20260310_132055.jsonl,stageB_hurtset_debug_v4,20260310_132055,JNJ,2023-07-17,short,10,HOLD,0.05318427179204174,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_v4_20260310_132055.jsonl,stageB_hurtset_debug_v4,20260310_132055,JPM,2024-04-15,short,10,SELL,0.056810064610376625,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_v4_20260310_132055.jsonl,stageB_hurtset_debug_v4,20260310_132055,NVDA,2025-12-15,short,10,HOLD,0.06381530675845194,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_v4_20260310_132055.jsonl,stageB_hurtset_debug_v4,20260310_132055,XOM,2025-04-07,short,10,SELL,0.05206918209920198,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_v4_20260310_132055.jsonl,stageB_hurtset_debug_v4,20260310_132055,JPM,2024-09-30,short,10,HOLD,0.05680170197333251,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_v4_20260310_132055.jsonl,stageB_hurtset_debug_v4,20260310_132055,AAPL,2023-03-13,short,10,SELL,0.05190413832544218,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_v4_20260310_132055.jsonl,stageB_hurtset_debug_v4,20260310_132055,NVDA,2025-07-21,short,10,HOLD,0.050297489773649895,0,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_v4_20260310_132055.jsonl,stageB_hurtset_debug_v4,20260310_132055,AAPL,2023-04-24,short,10,HOLD,0.04941641360039355,0,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_v4_20260310_132055.jsonl,stageB_hurtset_debug_v4,20260310_132055,NVDA,2023-12-11,short,10,HOLD,0.05687685399579017,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_v4_20260310_132055.jsonl,stageB_hurtset_debug_v4,20260310_132055,XOM,2023-01-09,short,10,HOLD,0.0492301634563258,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_v4_20260310_132055.jsonl,stageB_hurtset_debug_v4,20260310_132055,JPM,2022-12-19,short,10,HOLD,0.04859304224089986,0,BUY,HIGH
