ticker,simulated_date,action_A,action_B,true_label,k_return,correct_A,correct_B,flip_helped,flip_hurt
NVDA,2025-02-03,BUY,SELL,BUY,0.19492533335723214,1,0,False,True
XOM,2022-09-26,BUY,SELL,BUY,0.1769467127976755,1,0,False,True
XOM,2026-01-26,BUY,HOLD,BUY,0.12140315910836678,1,0,False,True
NVDA,2022-05-23,BUY,SELL,BUY,0.12001414776613535,1,0,False,True
NVDA,2022-11-28,BUY,HOLD,BUY,0.10820040452549702,1,0,False,True
AAPL,2021-11-15,BUY,SELL,BUY,0.10199981932380739,1,0,False,True
JPM,2025-04-07,BUY,SELL,BUY,0.09862896129190615,1,0,False,True
NVDA,2024-09-09,BUY,SELL,BUY,0.0920442761679558,1,0,False,True
AAPL,2023-10-30,BUY,HOLD,BUY,0.08663749936881547,1,0,False,True
NVDA,2025-06-30,BUY,SELL,BUY,0.08044800704113728,1,0,False,True
JNJ,2025-09-22,BUY,SELL,BUY,0.08007574300157475,1,0,False,True
JNJ,2026-01-26,BUY,SELL,BUY,0.07743005985742178,1,0,False,True
AAPL,2022-10-17,BUY,SELL,BUY,0.07675028144692288,1,0,False,True
AAPL,2025-02-03,BUY,SELL,BUY,0.07336876764521476,1,0,False,True
JPM,2024-06-17,BUY,SELL,BUY,0.07103299725558888,1,0,False,True
JPM,2023-06-26,BUY,SELL,BUY,0.06640131319720684,1,0,False,True
XOM,2025-08-11,BUY,HOLD,BUY,0.06566930826871561,1,0,False,True
NVDA,2025-12-15,BUY,SELL,BUY,0.06381530675845194,1,0,False,True
JPM,2023-10-30,BUY,SELL,BUY,0.060835366302359084,1,0,False,True
JNJ,2024-07-08,BUY,SELL,BUY,0.06021459897294301,1,0,False,True
NVDA,2023-12-11,BUY,HOLD,BUY,0.05687685399579017,1,0,False,True
JPM,2024-04-15,BUY,SELL,BUY,0.056810237777476465,1,0,False,True
JNJ,2023-07-17,BUY,SELL,BUY,0.05318405804554755,1,0,False,True
XOM,2025-04-07,BUY,SELL,BUY,0.052069262752411846,1,0,False,True
AAPL,2023-03-13,BUY,SELL,BUY,0.05190413298572011,1,0,False,True
AAPL,2023-04-24,BUY,SELL,BUY,0.04941622171356171,1,0,False,True
XOM,2023-01-09,BUY,HOLD,BUY,0.0492301634563258,1,0,False,True
JPM,2022-12-19,BUY,SELL,BUY,0.048592978794976656,1,0,False,True
XOM,2025-06-30,BUY,HOLD,BUY,0.04740265863534218,1,0,False,True
XOM,2023-01-30,BUY,HOLD,BUY,0.045319324088529435,1,0,False,True
NVDA,2022-07-25,BUY,HOLD,BUY,0.04517133519419859,1,0,False,True
JNJ,2022-10-17,BUY,HOLD,BUY,0.044300492700361245,1,0,False,True
JPM,2022-05-23,BUY,HOLD,BUY,0.04390051242172383,1,0,False,True
XOM,2025-11-03,BUY,HOLD,BUY,0.04350645264455727,1,0,False,True
JNJ,2022-02-28,BUY,SELL,BUY,0.04326427214707784,1,0,False,True
AAPL,2022-05-23,BUY,SELL,BUY,0.03913097809787498,1,0,False,True
AAPL,2024-11-11,BUY,HOLD,BUY,0.03853195730473353,1,0,False,True
NVDA,2025-06-09,BUY,HOLD,BUY,0.03702053906265381,1,0,False,True
JPM,2024-03-04,BUY,SELL,BUY,0.032033506394645486,1,0,False,True
JNJ,2025-02-03,BUY,HOLD,BUY,0.028713133698358966,1,0,False,True
AAPL,2022-01-17,BUY,SELL,BUY,0.028327288496050484,1,0,False,True
XOM,2024-07-08,BUY,HOLD,BUY,0.02754484979303924,1,0,False,True
JNJ,2025-08-11,BUY,SELL,BUY,0.026406609449140403,1,0,False,True
AAPL,2024-09-09,BUY,HOLD,BUY,0.025168534857420644,1,0,False,True
JNJ,2021-12-27,BUY,SELL,HOLD,0.02015659120024013,1,0,False,True
JPM,2023-05-15,BUY,SELL,HOLD,0.016490570120082218,1,0,False,True
AAPL,2025-01-13,BUY,SELL,HOLD,0.016467671502954837,1,0,False,True
AAPL,2023-06-26,BUY,SELL,HOLD,0.015167182435475083,1,0,False,True
NVDA,2025-04-07,BUY,SELL,HOLD,0.012802188136232082,1,0,False,True
JNJ,2023-04-24,SELL,HOLD,HOLD,-0.008369875745943297,1,1,False,False
JNJ,2025-04-28,HOLD,SELL,HOLD,-0.00778896007034799,1,1,False,False
JNJ,2023-10-30,HOLD,SELL,HOLD,0.004080796072237974,1,0,False,True
AAPL,2022-11-28,BUY,HOLD,HOLD,0.0018720918882683102,1,1,False,False
