source,strategy,run_file,run_tag,run_timestamp,ticker,simulated_date,horizon,k,action,k_return,correct,true_label,confidence_band
agent,nexustrader,batch_stageB_hurtset_debug_v2_20260309_234039.jsonl,stageB_hurtset_debug_v2,20260309_234039,JPM,2025-04-07,short,10,SELL,0.09862896129190615,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_v2_20260309_234039.jsonl,stageB_hurtset_debug_v2,20260309_234039,AAPL,2023-10-30,short,10,BUY,0.08663749936881547,1,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_v2_20260309_234039.jsonl,stageB_hurtset_debug_v2,20260309_234039,XOM,2022-09-26,short,10,SELL,0.1769467127976755,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_v2_20260309_234039.jsonl,stageB_hurtset_debug_v2,20260309_234039,NVDA,2025-02-03,short,10,SELL,0.19492533335723214,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_v2_20260309_234039.jsonl,stageB_hurtset_debug_v2,20260309_234039,AAPL,2021-11-15,short,10,SELL,0.10199981932380739,0,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_v2_20260309_234039.jsonl,stageB_hurtset_debug_v2,20260309_234039,JNJ,2025-09-22,short,10,SELL,0.08007574300157475,0,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_v2_20260309_234039.jsonl,stageB_hurtset_debug_v2,20260309_234039,NVDA,2022-11-28,short,10,BUY,0.10820040452549702,1,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_v2_20260309_234039.jsonl,stageB_hurtset_debug_v2,20260309_234039,NVDA,2022-05-23,short,10,SELL,0.12001414776613535,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_v2_20260309_234039.jsonl,stageB_hurtset_debug_v2,20260309_234039,JPM,2024-06-17,short,10,SELL,0.07103299725558888,0,BUY,MEDIUM
agent,nexustrader,batch_stageB_hurtset_debug_v2_20260309_234039.jsonl,stageB_hurtset_debug_v2,20260309_234039,NVDA,2024-09-09,short,10,HOLD,0.0920442761679558,0,BUY,HIGH
agent,nexustrader,batch_stageB_hurtset_debug_v2_20260309_234039.jsonl,stageB_hurtset_debug_v2,20260309_234039,JNJ,2026-01-26,short,10,HOLD,0.07743005985742178,0,BUY,HIGH
